location,latitude,longitude,nearest_airport,full_address
Skidegate,53.2649437,-131.993386,YZP,"Skidegate, Area D (Graham Island), North Coast Regional District, British Columbia, Canada"
Lower Queensbury,45.8880279,-66.9669625,YFC,"Lower Queensbury, Queensbury Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E6K 3P9, Canada"
Kirkland Lake,48.154177,-80.031281,YKX,"Kirkland Lake, Timiskaming District, Northeastern Ontario, Ontario, Canada"
Beaucanton,49.0389794,-79.2365589,YEY,"Beaucanton, ᐄᔨᔨᐤ ᐊᔅᒌ ᒉᐃᒥᔅ ᐯᐃ Eeyou Istchee Baie-James, Jamésie, Nord-du-Québec, Québec, Canada"
Port Saunders,50.65797845,-57.25904024823101,YBX,"Port Saunders, Newfoundland, Newfoundland and Labrador, Canada"
Bethany,44.1825847,-78.5667944,YPQ,"Bethany, Kawartha Lakes, Central Ontario, Ontario, Canada"
Leader,50.8878217,-109.5449145,YKY,"Leader, Division No. 8, Saskatchewan, S0N 1H0, Canada"
Grahamdale,51.262392199999994,-98.35476249528395,YGM,"Rural Municipality of Grahamdale, Division No. 18, Manitoba, Canada"
Kinmount,44.78324,-78.652472,YQA,"Kinmount, Kawartha Lakes, Central Ontario, Ontario, K0M 2A0, Canada"
Larrys River,45.2224094,-61.3775995,YPS,"Larrys River, Guysborough District Municipality, Guysborough County, Nova Scotia, B0H 1T0, Canada"
Kingsclear,45.9487448,-66.851129,YFC,"Kingsclear / Pilick, Kingsclear Parish, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E3E 1K3, Canada"
Sarnia,42.9743821,-82.403533,YZR,"Sarnia, Lambton County, Ontario, Canada"
Sarnia Indian Reserve 45,42.9743821,-82.403533,YZR,"Sarnia, Lambton County, Ontario, Canada"
Clam Point,43.4917137,-65.5734613,YQI,"Clam Point, Municipality of the District of Barrington, Shelburne County, Nova Scotia, B0W 1P0, Canada"
Sprucedale,45.4898118,-79.4634012,YPD,"Sprucedale, McMurrich/Monteith Township, Parry Sound District, Central Ontario, Ontario, Canada"
Terrace,54.5172715,-128.599548,YXT,"Terrace, Regional District of Kitimat-Stikine, British Columbia, Canada"
Bowser,49.4401483,-124.6886524,YGB,"Bowser, Area H (Lighthouse Country), Regional District of Nanaimo, British Columbia, V0R 1G0, Canada"
Hartland,46.2999976,-67.5257163,HUL,"Hartland, Brighton Parish, Carleton County, New Brunswick / Nouveau-Brunswick, Canada"
Montréal,45.5031824,-73.5698065,YHU,"Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Clarence-Rockland,45.5247978,-75.2607533,YND,"Clarence-Rockland, Prescott and Russell Counties, Eastern Ontario, Ontario, Canada"
Saint-Damien-de-Buckland,46.625628,-70.657196,YQB,"Saint-Damien-de-Buckland, Bellechasse, Chaudière-Appalaches, Québec, G0R 2Y0, Canada"
Saint-Justin,46.252048,-73.086548,YRQ,"Saint-Justin, Maskinongé (MRC), Mauricie, Québec, Canada"
Mary's Harbour,52.26691715,-55.84865771145049,YMH,"Mary's Harbour, Labrador, Newfoundland and Labrador, Canada"
Hudson Bay,59.37286535,-87.64085453280592,YER,"Hudson Bay, Canada"
Sainte-Anne-de-la-Pérade,46.5714957,-72.2086114,YRQ,"Sainte-Anne-de-la-Pérade, Les Chenaux, Mauricie, Québec, G0X 2J0, Canada"
Fingal,42.7127488,-81.3109968,YQS,"Fingal, Southwold, Elgin County, Ontario, Canada"
Florence,46.2591649,-60.2650132,YQY,"Florence, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Mabou Harbour,46.0840853,-61.4280833,YPS,"Mabou Harbour, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Portneuf-sur-Mer,48.6867313,-69.2124475246064,YFE,"Portneuf-sur-Mer, La Haute-Côte-Nord, Côte-Nord, Québec, G0T 1P0, Canada"
Trepassey,46.7357062,-53.3656558,YYT,"Trepassey, Newfoundland, Newfoundland and Labrador, Canada"
Saint-Michel-des-Saints,46.6786221,-73.9176803,YTM,"Saint-Michel-des-Saints, Matawinie, Lanaudière, Québec, J0K 3B0, Canada"
LaSalle,45.4325141,-73.6292667,YUL,"LaSalle, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Penelakut Island 7,48.9586325,-123.64546348698696,YGG,"Penelakut Island 7, Spune’luxutth, Area G (Saltair / Gulf Islands), Cowichan Valley Regional District, British Columbia, V0R 5K0, Canada"
Waubaushene,44.754404,-79.710969,YLK,"Waubaushene, Tay, Simcoe County, Central Ontario, Ontario, L0K 2C0, Canada"
Mont-Louis,49.2191155,-65.6972276,YGP,"Mont Louis, Saint-Maxime-du-Mont-Louis, La Haute-Gaspésie, Gaspésie–Îles-de-la-Madeleine, Québec, G0E 1T0, Canada"
East Gwillimbury,44.078008,-79.4558241,YKZ,"East Gwillimbury, 845, Green Lane East, East Gwillimbury, York Region, Golden Horseshoe, Ontario, L3Y 7K5, Canada"
Campbellton,49.277649249999996,-54.92271033923269,YQX,"Campbellton, Newfoundland, Newfoundland and Labrador, Canada"
Shoal Lake 37A,49.46717925,-95.17235025576446,YQK,"Shoal Lake Reserve 37A, Division No. 1, Northwestern Ontario, Manitoba, Canada"
Kinburn (Ottawa),45.3917725,-76.1883413,YOW,"Kinburn, Ottawa, Eastern Ontario, Ontario, K0A 2H0, Canada"
Miscouche,46.433219,-63.8680479,YSU,"Miscouche, Rural Municipality of Miscouche, Prince County, Prince Edward Island, C0B 1T0, Canada"
Wembley,55.1574095,-119.1407924,YQU,"Wembley (town), Alberta, T0H 3S0, Canada"
Thamesville,42.5518069,-81.9771193,YZR,"Thamesville, Chatham-Kent, Ontario, N0P 2K0, Canada"
Embrun,45.27508065,-75.27640254492097,YOW,"Embrun, Russell, Prescott and Russell Counties, Eastern Ontario, Ontario, K0A 1W1, Canada"
Anola,49.8852225,-96.6370639,YWG,"Anola, Rural Municipality of Springfield, Division No. 12, Manitoba, R0E 0A0, Canada"
Wabush,52.8999927,-66.8701732,YWK,"Wabush, Labrador, Newfoundland and Labrador, A0R 1B0, Canada"
Vita,49.133613,-96.5620957,PMB,"Vita, Rural Municipality of Stuartburn, Division No. 1, Manitoba, R0A 2K0, Canada"
Miminegash,46.8802222,-64.2223259,YSU,"Rural Municipality of Miminegash, Prince County, Prince Edward Island, C0B 1S0, Canada"
Bassin,47.2225786,-61.9300173,YGR,"Bassin, Les Îles-de-la-Madeleine, Communauté maritime des Îles-de-la-Madeleine, Gaspésie–Îles-de-la-Madeleine, Québec, G4T 0C3, Canada"
Les Coteaux,45.2596464,-74.2055161,YCC,"Les Coteaux, Vaudreuil-Soulanges, Montérégie, Québec, Canada"
Dalhousie (Town),48.0634448,-66.369555,YCL,"Dalhousie, Dalhousie Parish, Restigouche County, New Brunswick / Nouveau-Brunswick, Canada"
Dufferin Heights,45.0660646,-72.0581966,YSC,"Dufferin Heights, Stanstead-Est, Coaticook (MRC), Estrie, Québec, Canada"
Emerald Park,50.4391247,-104.386894,YQR,"Emerald Park, Edenwold No. 158, Division No. 6, Saskatchewan, Canada"
Timmins,48.477473,-81.330414,YTS,"Timmins, Cochrane District, Northeastern Ontario, Ontario, Canada"
Winkler,49.187089,-97.937622,PMB,"Winkler, Division No. 3, Manitoba, Canada"
Drumheller,51.4169325,-112.6402382,YYC,"Drumheller (town), Alberta, T0J 2V0, Canada"
Wellandport,42.9496442,-79.4811015,YCM,"Wellandport Road, Wainfleet, Niagara Region, Golden Horseshoe, Ontario, Canada"
Bois-des-Filion,45.6713243,-73.7562419,YMX,"Bois-des-Filion, Thérèse-De Blainville, Laurentides, Québec, Canada"
Sparta,42.7025017,-81.078734,YQS,"Sparta, Central Elgin, Elgin County, Ontario, N0L 2H0, Canada"
Clifton Royal,45.4495145,-66.0023135,YSJ,"Clifton Royal, Kingston Parish, Kings County, New Brunswick / Nouveau-Brunswick, E2E 1K1, Canada"
Errington,49.2894628,-124.37063,ZNA,"Errington, Area F (Alberni Highway), Regional District of Nanaimo, British Columbia, V0R 1V0, Canada"
Bay St. Lawrence,46.9999071,-60.4564226,YQY,"Bay St. Lawrence, Municipality of Victoria County, Victoria County, Nova Scotia, Canada"
L'Anse-Saint-Jean,48.235193,-70.201263,YBG,"L'Anse-Saint-Jean, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, G0V 1J0, Canada"
Saint-François-du-Lac,46.065132,-72.823563,YRQ,"Saint-François-du-Lac, Nicolet-Yamaska, Centre-du-Québec, Québec, J0G 1X0, Canada"
Port Perry,44.1054151,-78.9425076,YOO,"Port Perry, Scugog, Durham Region, Golden Horseshoe, Ontario, L9L 1B8, Canada"
Gaultois,47.61182825,-55.913169252253155,MQC,"Gaultois, Newfoundland, Newfoundland and Labrador, Canada"
Lot 11,54.17618280000001,-101.37005462029457,YQD,"Lot 11, Wanless, Rural Municipality of Kelsey, Division No. 21, Manitoba, Canada"
Debert,45.4377281,-63.4585527,YHZ,"Debert, Municipality of Colchester, Colchester County, Nova Scotia, Canada"
Saint Paul,45.9842686,-73.4463225,YHU,"Saint-Paul, Joliette (MRC), Lanaudière, Québec, J0K 3E0, Canada"
Isle aux Morts,47.5871969,-58.9732757,YJT,"Isle aux Morts, Newfoundland, Newfoundland and Labrador, Canada"
Emo,48.6319778,-93.8339174,YAG,"Emo Township, Rainy River District, Northwestern Ontario, Ontario, P0W 1E0, Canada"
Sherwood Park,53.5256963,-113.296631,YXD,"Sherwood Park, Division No. 11, Alberta, Canada"
Winneway,47.5764244,-78.5651851,YUY,"Winneway, Québec, Canada"
Moose Mountain,47.3292482,-67.2930181,YSL,"Moose Mountain, Denmark Parish, Victoria County, New Brunswick / Nouveau-Brunswick, Canada"
Warden,43.7111204,-79.2790432,YTZ,"Warden, 701, Warden Avenue, Birchmount Park, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1L 4R6, Canada"
Minasville,45.2838853,-63.8000108,YHZ,"Minasville, East Hants District Municipality, Hants County, Nova Scotia, B0N 2R0, Canada"
Saint-Boniface,46.505246,-72.828712,YRQ,"Saint-Boniface, Maskinongé (MRC), Mauricie, Québec, G0X 2L0, Canada"
Les Escoumins,48.34621,-69.404068,YFE,"Les Escoumins, La Haute-Côte-Nord, Côte-Nord, Québec, G0T 1K0, Canada"
Saint-Barnabé-Nord,46.394779,-72.880211,YRQ,"Saint-Barnabé, Maskinongé (MRC), Mauricie, Québec, G0X 2K0, Canada"
Loon Lake,54.025278,-109.160556,YLJ,"Loon Lake, Division No. 17, Saskatchewan, Canada"
Lower East Pubnico,43.6081153,-65.7737139,YQI,"Lower East Pubnico, Argyle Municipal District, Yarmouth County, Nova Scotia, B0W 2A0, Canada"
Vauxhall,50.067952000000005,-112.10859027613333,YQL,"Town of Vauxhall, Alberta, T0K 2K0, Canada"
Greater Napanee,44.2480494,-76.9511696,YGK,"Greater Napanee, Lennox and Addington County, Eastern Ontario, Ontario, K7R 1R3, Canada"
Sainte-Anne,45.9611438,-66.649482,YFC,"Sainte-Anne, Downtown, Fredericton, York County / Comté d'York, New Brunswick / Nouveau-Brunswick, E3B 3L7, Canada"
Nipigon,49.0155918,-88.2610663,YQT,"Nipigon Township, Thunder Bay District, Northwestern Ontario, Ontario, Canada"
St. Albert,53.633239,-113.628845,YXD,"St. Albert, Division No. 11, Alberta, Canada"
Cremona,51.5466917,-114.4908728,YYC,"Village of Cremona, Alberta, T0M 0R0, Canada"
Ramara,44.6250669,-79.25539302515944,YLK,"Ramara Township, Simcoe County, Central Ontario, Ontario, Canada"
Saint-Édouard-de-Maskinongé,46.330573,-73.144913,YRQ,"Saint-Édouard-de-Maskinongé, Maskinongé (MRC), Mauricie, Québec, J0K 2H0, Canada"
Mont-Gabriel,45.9201228,-74.1556906,YMX,"Mont Gabriel, Sainte-Adèle, Les Pays-d'en-Haut, Laurentides, Québec, J8B 2J8, Canada"
Ste-anne-des-monts,49.1263278,-66.4849502,YME,"Sainte-Anne-des-Monts, La Haute-Gaspésie, Gaspésie–Îles-de-la-Madeleine, Québec, Canada"
Harrison Hot Springs,49.2991748,-121.7846077,YCW,"Harrison Hot Springs, Fraser Valley Regional District, British Columbia, Canada"
Racine (Le Val-Saint-François),45.5036427,-72.2521686,YSC,"Racine, Le Val-Saint-François, Estrie, Québec, J0E 1Y0, Canada"
Gitanyow,55.2655867,-128.0643568,YYD,"Gitanyow Gas Bar, First Avenue, Area B (Suskwa/Kitwanga/Kispiox), Regional District of Kitimat-Stikine, British Columbia, Canada"
Upper Tantallon,44.6877094,-63.8781215,YHZ,"Upper Tantallon, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
Pictou Landing,45.6628432,-62.6830121,YYG,"Pictou Landing, Municipality of Pictou County, Pictou County, Nova Scotia, Canada"
Enderby,50.5504793,-119.1397789,YSN,"Enderby, Regional District of North Okanagan, British Columbia, V0E 1V0, Canada"
Labelle,46.279106,-74.732094,YTM,"Labelle, Les Laurentides, Laurentides, Québec, J0T 1H0, Canada"
Bancroft,45.0570769,-77.8537127,YPQ,"Bancroft, Hastings County, Central Ontario, Ontario, Canada"
Arva,43.0504756,-81.2948873,YXU,"Arva, Middlesex Centre, Middlesex County, Ontario, N0M 1C0, Canada"
Dawson,55.7600425,-120.2369709,YDQ,"Dawson Creek RCMP, 13 Street, Dawson Creek, Peace River Regional District, British Columbia, V1G 3W3, Canada"
Addington Forks,45.580046,-62.0583345,YPS,"Addington Forks, Municipality of the County of Antigonish, Antigonish County, Nova Scotia, Canada"
Abrams Village,46.4553237,-64.0777032,YSU,"Rural Municipality of Abram-Village, Prince County, Prince Edward Island, Canada"
Sainte-Barbe,45.163144,-74.1955876,YCC,"Sainte-Barbe, Le Haut-Saint-Laurent, Montérégie, Québec, J0S 1P0, Canada"
Yellowhead County,53.4968132,-116.646261,YET,"Yellowhead County, Alberta, Canada"
Seldom,49.6,-54.166667,YQX,"Seldom, Seldom-Little Seldom, Fogo Island, Newfoundland, Newfoundland and Labrador, Canada"
Round Hill,44.7698914,-65.4093366,YDG,"Round Hill, Municipality of the County of Annapolis, Annapolis County, Nova Scotia, B0S 1A0, Canada"
Morrin,51.6604571,-112.7643778,YQF,"Morrin, Division No. 5, Alberta, Canada"
Saint-Andrews,46.3833994,-62.8531043,YYG,"Saint Andrews, Queens County, Prince Edward Island, Canada"
Saint-Malachie,46.531705,-70.766716,YQB,"Saint-Malachie, Bellechasse, Chaudière-Appalaches, Québec, G0R 3N0, Canada"
Lagoon City,44.5486668,-79.2084058,YLK,"Lagoon City, Ramara Township, Simcoe County, Central Ontario, Ontario, L0K 1B0, Canada"
Saint-Élie-de-Caxton,46.491065,-72.960205,YRQ,"Saint-Élie-de-Caxton, Maskinongé (MRC), Mauricie, Québec, G0X 2N0, Canada"
Millet,53.0941031,-113.4719296,YEG,"Millet, Division No. 11, Alberta, T0C 1Z0, Canada"
Godfrey,44.5427807,-76.6789752,YGK,"Godfrey, Central Frontenac, Frontenac County, Eastern Ontario, Ontario, Canada"
Rocky Harbour,49.58406025,-57.92171309078894,YDF,"Rocky Harbour, Newfoundland, Newfoundland and Labrador, A0K 4N0, Canada"
Rogersville,46.73286,-65.4255381,YCH,"Rogersville, Rogersville Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, Canada"
Sheshatshiu,53.51192465,-60.138812112063384,YYR,"Sheshatshiu, Labrador, Newfoundland and Labrador, Canada"
Natuashish,55.9191523,-61.1117056,YNP,"Natuashish, Labrador, Newfoundland and Labrador, Canada"
Beaver Creek,62.3839574,-140.8773063,YXQ,"Beaver Creek, Yukon, Canada"
Newburgh,44.3257752,-76.8773546,YGK,"Newburgh, Stone Mills, Greater Napanee, Lennox and Addington County, Eastern Ontario, Ontario, K0K 2S0, Canada"
"Saint-Ambroise, Quebec",48.557523,-71.324615,YTF,"Saint-Ambroise, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, Canada"
Albanel,48.883683,-72.442474,YDO,"Albanel, Maria-Chapdelaine, Saguenay–Lac-Saint-Jean, Québec, G8M 3J0, Canada"
Verdun,45.459078,-73.5731774,YUL,"Verdun, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Rhineland,49.151586949999995,-97.66169862039996,PMB,"Municipality of Rhineland, Division No. 3, Manitoba, R0G 1R0, Canada"
Cranford,54.2209009,-57.9549086,YRG,"Cranford Head, Labrador, Newfoundland and Labrador, Canada"
Stukely-Sud,45.321254,-72.418442,ZBM,"Stukely-Sud, Memphrémagog, Estrie, Québec, J0E 2J0, Canada"
Stanbridge East,45.1215058,-72.9160073,ZBM,"Stanbridge East, Brome-Missisquoi, Estrie, Québec, J0J 2H0, Canada"
Italy Cross,44.2609374,-64.5491411,YZX,"Italy Cross, Municipality of the District of Lunenburg, Lunenburg County, Nova Scotia, B0J 1H0, Canada"
Nigadoo,47.7392737,-65.7121059,ZBF,"Nigadoo, Beresford Parish, Gloucester County, New Brunswick / Nouveau-Brunswick, Canada"
Nelson,49.494891,-117.290039,YCG,"Nelson, Regional District of Central Kootenay, British Columbia, Canada"
Renews,46.9279207,-52.9333805,YYT,"Renews, Renews-Cappahayden, Newfoundland, Newfoundland and Labrador, Canada"
South Brook,49.42884,-56.086578,YDF,"South Brook, Newfoundland, Newfoundland and Labrador, Canada"
Grande Prairie,55.17108,-118.7949873,YQU,"Grande Prairie, Division No. 19, Alberta, Canada"
Ardmore,48.6364827,-123.469765,YYJ,"Ardmore, North Saanich, Capital Regional District, British Columbia, V8L 4B2, Canada"
Hastings,44.8622979,-77.6788417,YTR,"Hastings County, Central Ontario, Ontario, Canada"
Saint-Blaise-sur-Richelieu,45.2113406,-73.28738,YJN,"Saint-Blaise-sur-Richelieu, Le Haut-Richelieu, Montérégie, Québec, J0J 1W0, Canada"
Washington,43.3097189,-80.5805589,YKF,"Washington, Blandford-Blenheim, Oxford County, Ontario, N0J 1S0, Canada"
Mount Salem,42.7119087,-80.9342861,YQS,"Mount Salem, Elgin County, Ontario, Canada"
Villeray--Saint-Michel--Parc-Extension,45.5370059,-73.6257956,YUL,"Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Stonecliffe,43.9829466,-79.4443254,YKZ,"Stonecliffe Crescent, Aurora, York Region, Golden Horseshoe, Ontario, L4G 6Z5, Canada"
East Hants,45.1491167,-63.6829384,YHZ,"East Hants District Municipality, Hants County, Nova Scotia, Canada"
Flin Flon,54.769801,-101.878967,YFO,"Flin Flon, Unorganized Division No. 21, Division No. 21, Manitoba, R8A 1J8, Canada"
Anchor Point,51.2378194,-56.7944346,YBX,"Anchor Point, Newfoundland, Newfoundland and Labrador, Canada"
Saint-Ignace-de-Stanbridge,45.171388,-72.946815,ZBM,"Saint-Ignace-de-Stanbridge, Brome-Missisquoi, Estrie, Québec, J0J 1Y0, Canada"
Douglas Harbour,45.9197309,-66.1001157,YFC,"Douglas Harbour, Canning Parish, Queens County, New Brunswick / Nouveau-Brunswick, E4B 1Y7, Canada"
Sexsmith,55.3497014,-118.7838578,YQU,"Sexsmith, Division No. 19, Alberta, T0H 3C0, Canada"
Scandia,50.2785701,-112.0480885,YSD,"Scandia, County of Newell, Alberta, Canada"
Hunter River,46.3549506,-63.3489764,YYG,"Hunter River, Rural Municipality of Hunter River, Queens County, Prince Edward Island, Canada"
Aumond,46.4687516,-75.8938535,YMW,"Aumond, La Vallée-de-la-Gatineau, Québec, Canada"
Ennismore,44.4099602,-78.4317746,YPQ,"Ennismore, Selwyn, Peterborough County, Central Ontario, Ontario, K0L 1T0, Canada"
Macrorie,51.3268221,-107.0853551,YXE,"Macrorie, Division No. 12, Saskatchewan, S0L 2E0, Canada"
Roseville,46.8211343,-64.2453324,YSU,"Roseville, Lot 4, Prince County, Prince Edward Island, Canada"
Sydenham,44.4107513,-76.5966864,YGK,"Sydenham, South Frontenac, Frontenac County, Eastern Ontario, Ontario, K0H 2T0, Canada"
Whitewood,50.3313195,-102.2673483,YQV,"Whitewood, Division No. 5, Saskatchewan, S0G 5C0, Canada"
Spiritwood,53.365233,-107.5175024,YQW,"Spiritwood, Division No. 16, Saskatchewan, S0J 2M0, Canada"
Richards Landing,46.2926484,-84.035187,CIU,"Richards Landing, St. Joseph Township, Algoma District, Northeastern Ontario, Ontario, P0R 1J0, Canada"
Branch,46.8824939,-53.9533185,YYT,"Branch, Newfoundland, Newfoundland and Labrador, Canada"
Coldbrook,45.0682627,-64.5651667,YZX,"Coldbrook, Municipality of the County of Kings, Kings County, Nova Scotia, Canada"
Saint-Édouard (Les Maskoutains),45.6418119,-72.731586,ZBM,"Cours d'eau du Rang Saint-Édouard, Saint-Liboire, Les Maskoutains, Montérégie, Québec, J0H 1R0, Canada"
Upper Island Cove,47.6438171,-53.2093048,YYT,"Upper Island Cove, Newfoundland, Newfoundland and Labrador, Canada"
Portland,44.698979,-76.188746,YSH,"Portland, Rideau Lakes, Leeds and Grenville Counties, Eastern Ontario, Ontario, K0G 1V0, Canada"
Davin,50.3826073,-104.1099739,YQR,"Davin, Lajord No. 128, Division No. 6, Saskatchewan, Canada"
Larouche,48.4469129,-71.5231551,YTF,"Larouche, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, G0W 1Z0, Canada"
Erinsville,44.4821843,-77.0496381,YGK,"Erinsville, Stone Mills, Lennox and Addington County, Eastern Ontario, Ontario, K0K 2A0, Canada"
Whitemouth,49.9541656,-95.9766181,YWG,"Whitemouth, Rural Municipality of Whitemouth, Division No. 1, Manitoba, R0E 2G0, Canada"
Victoria,48.4283182,-123.3649533,YWH,"Victoria, Capital Regional District, British Columbia, Canada"
Néguac,47.2469012,-65.0767222,YCH,"Neguac, Alnwick Parish, Northumberland County, New Brunswick / Nouveau-Brunswick, Canada"
Saint-Roch-de-l'Achigan,45.856065,-73.593292,YMX,"Saint-Roch-de-l'Achigan, Montcalm, Lanaudière, Québec, J0K 3H0, Canada"
Stanhope,46.4067717,-63.1075111,YYG,"Stanhope, Rural Municipality of North Shore, Queens County, Prince Edward Island, Canada"
Eden,45.8562916,-61.1256883,YPS,"Eden, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Price,48.602495,-68.126907,YYY,"Price, La Mitis, Bas-Saint-Laurent, Québec, G0J 1Z0, Canada"
Sioux Narrows,49.4082025,-94.0957123,YQK,"Sioux Narrows, Sioux Narrows-Nestor Falls Township, Kenora District, Northwestern Ontario, Ontario, P0X 1N0, Canada"
Cambridge Bay,69.1178442,-105.0603881,YCB,"Iqaluktuuttiaq (Cambridge Bay), ᕿᑎᕐᒥᐅᑦ Kitikmeot Region, ᓄᓇᕗᑦ Nunavut, X0B 0C0, Canada"
Chute-à-Blondeau,45.588024,-74.4692119,YMX,"Chute-à-Blondeau, East Hawkesbury, Prescott and Russell Counties, Eastern Ontario, Ontario, K0B 1B0, Canada"
Stoney Point,45.8936224,-61.0606814,YPS,"Stoney Point, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada"
Louisbourg,45.9234791,-59.9642959,YQY,"Louisbourg, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, Canada"
Jordan Station,43.1636485,-79.3604131,YCM,"Jordan Station, Lincoln, Niagara Region, Golden Horseshoe, Ontario, L0R 1S0, Canada"
Harbour Main-Chapel Cove-Lakeview,47.415610799999996,-53.169137574953275,YYT,"Harbour Main - Chapel's Cove - Lakeview, Newfoundland, Newfoundland and Labrador, Canada"
Sainte-Louise,47.283421,-70.131226,YML,"Sainte-Louise, L'Islet (MRC), Chaudière-Appalaches, Québec, Canada"
Granville,53.5046636,-113.682685,YXD,"Granville, The Grange, Edmonton, Division No. 11, Alberta, T5P 4K2, Canada"
Ituna,51.1705706,-103.4957562,YQV,"Ituna, Division No. 10, Saskatchewan, S0A 1N0, Canada"
Staffa,43.4430264,-81.337812,YCE,"Staffa, West Perth, Perth County, Ontario, N0K 1Y0, Canada"
Carvel,53.5304912,-114.2177753,YXD,"Carvel, Hamlet of Carvel, Division No. 11, Alberta, T0E 0N0, Canada"
Brexton,50.8352021,-122.8249476,YWS,"Brexton, Area A (Upper Bridge River Valley), Squamish-Lillooet Regional District, British Columbia, Canada"
Oil Springs,42.7838172,-82.126915,YZR,"Oil Springs, Lambton County, Ontario, N0N 1P0, Canada"
Saint Andrews West,51.0654558,-114.1279795,YYC,"Saint Andrews Place NW, St. Andrews Heights, Calgary, Alberta, T2N 3Y5, Canada"
Bredenbury,50.9443098,-102.0454237,YQV,"Bredenbury, Division No. 5, Saskatchewan, Canada"
Cambridge,43.3600536,-80.3123023,YKF,"Cambridge, Region of Waterloo, Ontario, Canada"
Acton Vale,45.6481766,-72.564952,ZBM,"Acton Vale, Acton, Montérégie, Québec, J0H 1A0, Canada"
Morpeth,42.3929975,-81.8430268,YQS,"Morpeth, Chatham-Kent, Ontario, N0P 1X0, Canada"
Cottlesville,49.511835,-54.868469,YQX,"Cottlesville, Newfoundland, Newfoundland and Labrador, Canada"
Invermere,50.504853,-116.0302062,YBA,"Invermere, Regional District of East Kootenay, British Columbia, Canada"
Saint-Ferréol-les-Neiges,47.117803,-70.858383,YQB,"Saint-Ferréol-les-Neiges, La Côte-de-Beaupré, Capitale-Nationale, Québec, G0A 3R0, Canada"
Killarney,53.5884939,-113.479596,YXD,"Killarney, Northern Mature Area, Edmonton, Division No. 11, Alberta, Canada"
Hickman's Harbour,48.1172538,-53.7516138,YYT,"Hickman's Harbour Access Road, Newfoundland, Newfoundland and Labrador, Canada"
Portugal Cove South,46.71883065,-53.24726585729039,YYT,"Portugal Cove South, Newfoundland, Newfoundland and Labrador, Canada"
Elrose,51.2000444,-108.033162,YKY,"Elrose, Division No. 8, Saskatchewan, S0L 0Z0, Canada"
Saint Raphael's,46.4291336,-64.0143407,YSU,"Saint Raphael, Prince County, Prince Edward Island, Canada"
Riverton,45.5280919,-62.6743205,YYG,"Riverton, Municipality of Pictou County, Pictou County, Nova Scotia, Canada"
Kitigan Zibi,46.361289,-76.0063002,YMW,"Kitigan Zibi, Québec, J9E 2A7, Canada"
Hantsport,45.0640411,-64.1808647,YHZ,"Hantsport, Region of Windsor and West Hants Municipality, Hants County, Nova Scotia, B0P 1P0, Canada"
Eckville,52.3632655,-114.3627303,YRM,"Eckville, Alberta, Canada"
Bon Accord,53.8365209,-113.4123724,YXD,"Bon Accord, Alberta, T0A 0K0, Canada"
St. Martins,45.349525,-65.5522091,YSJ,"St. Martins, Saint Martins Parish, Saint John County, New Brunswick / Nouveau-Brunswick, Canada"
Waterville,45.277061,-71.890755,YSC,"Waterville, Coaticook (MRC), Estrie, Québec, J0B 3H0, Canada"
Badger,48.978414,-56.044006,YDF,"Badger, Newfoundland, Newfoundland and Labrador, A0H 1A0, Canada"
Canwood,53.3599968,-106.5987523,YPA,"Canwood, Division No. 16, Saskatchewan, S0J 0K0, Canada"
Neskantaga Indian Reserve,52.7393387,-87.4276172,YWP,"Neskantaga To Webequie Winter Road, Unorganized Kenora District, Kenora District, Northwestern Ontario, Ontario, Canada"
Sucker Creek Indian Reserve 23,55.4043347,-116.15318077945984,YZH,"150A Sucker Creek Indian Reserve, Division No. 17, Alberta, Canada"
Plum Point,51.0781007,-56.8907178,YBX,"Plum Point, Newfoundland, Newfoundland and Labrador, A0K 4A0, Canada"
Saint-Michel-du-Squatec,47.8809517,-68.7240633,YRI,"Saint-Michel-du-Squatec, Témiscouata, Bas-Saint-Laurent, Québec, Canada"
New Minas,45.0659745,-64.4556651,YZX,"New Minas, Municipality of the County of Kings, Kings County, Nova Scotia, Canada"
St. John,45.278752,-66.058044,YSJ,"City of Saint John, Saint John County, New Brunswick / Nouveau-Brunswick, Canada"
